Centre,Left,Right,Steering,Brake,Throttle,Speed
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_031.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_031.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_031.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_131.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_131.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_131.jpg, 0, 1, 0, 30.19059
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_232.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_232.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_232.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_341.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_341.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_341.jpg, 0, 1, 0, 30.19039
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_444.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_444.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_444.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_550.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_550.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_550.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_652.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_652.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_652.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_753.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_753.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_753.jpg, 0, 1, 0, 30.19032
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_853.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_853.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_853.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_19_59_956.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_19_59_956.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_19_59_956.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_057.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_057.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_057.jpg, -0.1086537, 1, 0, 30.1872
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_163.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_163.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_163.jpg, -0.4811868, 1, 0, 30.14439
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_265.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_265.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_265.jpg, -0.190341, 1, 0, 30.192
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_369.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_369.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_369.jpg, 0, 1, 0, 30.1881
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_472.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_472.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_472.jpg, 0, 1, 0, 30.19006
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_577.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_577.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_577.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_679.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_679.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_679.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_788.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_788.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_788.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_889.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_889.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_889.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_00_992.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_00_992.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_00_992.jpg, -0.026637, 1, 0, 30.19011
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_096.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_096.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_096.jpg, -0.3170904, 1, 0, 30.16738
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_200.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_200.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_200.jpg, -0.06189506, 1, 0, 30.19106
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_303.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_303.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_303.jpg, 0, 1, 0, 30.18984
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_406.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_406.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_406.jpg, 0, 1, 0, 30.18964
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_507.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_507.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_507.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_611.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_611.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_611.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_716.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_716.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_716.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_820.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_820.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_820.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_01_923.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_01_923.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_01_923.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_027.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_027.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_027.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_135.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_135.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_135.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_238.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_238.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_238.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_340.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_340.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_340.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_445.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_445.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_445.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_547.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_547.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_547.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_648.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_648.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_648.jpg, -0.1279344, 1, 0, 30.18564
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_752.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_752.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_752.jpg, -0.4357056, 1, 0, 30.15145
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_855.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_855.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_855.jpg, -0.1447077, 1, 0, 30.19171
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_02_956.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_02_956.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_02_956.jpg, 0, 1, 0, 30.18929
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_058.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_058.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_058.jpg, 0, 1, 0, 30.19022
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_162.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_162.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_162.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_264.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_264.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_264.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_363.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_363.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_363.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_466.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_466.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_466.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_566.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_566.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_566.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_674.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_674.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_674.jpg, 0, 1, 0, 30.19048
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_776.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_776.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_776.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_884.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_884.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_884.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_03_989.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_03_989.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_03_989.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_091.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_091.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_091.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_194.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_194.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_194.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_303.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_303.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_303.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_408.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_408.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_408.jpg, -0.2858379, 1, 0, 30.17058
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_508.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_508.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_508.jpg, -0.3213165, 1, 0, 30.18117
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_609.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_609.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_609.jpg, -0.0193242, 1, 0, 30.18848
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_710.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_710.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_710.jpg, 0, 1, 0, 30.18974
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_817.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_817.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_817.jpg, 0, 1, 0, 30.19024
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_04_924.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_04_924.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_04_924.jpg, 0, 1, 0, 30.19036
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_030.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_030.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_030.jpg, 0, 1, 0, 30.19031
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_137.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_137.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_137.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_241.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_241.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_241.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_640.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_640.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_640.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_742.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_742.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_742.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_842.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_842.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_842.jpg, 0, 1, 0, 30.19029
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_05_947.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_05_947.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_05_947.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_051.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_051.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_051.jpg, 0, 1, 0, 30.19028
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_152.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_152.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_152.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_255.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_255.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_255.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_359.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_359.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_359.jpg, 0, 1, 0, 30.1903
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_460.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_460.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_460.jpg, 0.248895, 1, 0, 30.17558
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_561.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_561.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_561.jpg, 0.3323097, 1, 0, 30.18135
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_664.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_664.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_664.jpg, 0.02151508, 1, 0, 30.18832
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_770.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_770.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_770.jpg, 0, 1, 0, 30.18961
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_872.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_872.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_872.jpg, 0, 1, 0, 30.19021
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_06_974.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_06_974.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_06_974.jpg, -0.1647687, 1, 0, 30.18172
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_076.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_076.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_076.jpg, 0, 1, 0, 30.19016
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_182.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_182.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_182.jpg, 0, 1, 0, 30.18953
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_287.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_287.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_287.jpg, 0, 1, 0, 30.18993
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_389.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_389.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_389.jpg, 0, 1, 0, 30.18888
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_491.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_491.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_491.jpg, -0.2862375, 1, 0, 30.16942
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_593.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_593.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_593.jpg, -0.3449952, 1, 0, 30.17769
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_694.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_694.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_694.jpg, -0.03988235, 1, 0, 30.18915
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_804.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_804.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_804.jpg, 0, 1, 0, 30.1895
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_07_912.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_07_912.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_07_912.jpg, 0, 1, 0, 30.18997
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_017.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_017.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_017.jpg, 0, 1, 0, 30.19005
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_118.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_118.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_118.jpg, -0.2703543, 1, 0, 30.17352
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_220.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_220.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_220.jpg, -0.5635287, 1, 0, 30.13676
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_323.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_323.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_323.jpg, -0.295833, 1, 0, 30.19363
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_425.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_425.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_425.jpg, 0, 1, 0, 30.18583
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_530.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_530.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_530.jpg, 0, 1, 0, 30.19027
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_632.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_632.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_632.jpg, 0, 1, 0, 30.191
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_736.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_736.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_736.jpg, 0.2755524, 1, 0, 30.16974
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_836.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_836.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_836.jpg, 0.2055513, 1, 0, 30.18837
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_08_939.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_08_939.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_08_939.jpg, 0, 1, 0, 30.18809
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_047.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_047.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_047.jpg, 0, 1, 0, 30.19042
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_152.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_152.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_152.jpg, 0, 1, 0, 30.19021
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_253.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_253.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_253.jpg, 0, 1, 0, 30.19036
C:\Udacity\simulator-windows-64\IMG\center_2019_02_24_21_20_09_356.jpg, C:\Udacity\simulator-windows-64\IMG\left_2019_02_24_21_20_09_356.jpg, C:\Udacity\simulator-windows-64\IMG\right_2019_02_24_21_20_09_356.jpg, 0, 1, 0, 30.19085
